product_id,product_category_name,month_year,qty,total_price,freight_price,unit_price,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_score,customers,weekday,weekend,holiday,month,year,s,volume,comp_1,fp1,comp_2,fp2,comp_3,fp3,lag_price,month_order,ps1_prev,ps2_prev,ps3_prev,total_price_prev,qty_prev
garden2,garden_tools,01-12-2017,1,49.9,18.0,49.9,59,341,2,1850,4.3,184,21,10,1,12,2017,0.970873786,32560,55.1,15.75960784,55.425,19.184375,55.75,17.26727273,54.45,12,4.1,4.2,4.1,495.5,9.0
garden2,garden_tools,01-01-2018,1,49.9,35.86,49.9,59,341,2,1850,4.3,137,23,8,2,1,2018,4.166666667,32560,49.9,19.495,49.9,15.84103448,49.9,16.50512821,49.9,13,4.1,4.2,4.1,49.9,1.0
garden2,garden_tools,01-02-2018,4,203.6,33.525,51.23333333,59,341,2,1850,4.3,160,20,8,2,2,2018,16.66666667,32560,50.54516129,16.61153846,50.9,17.51944444,50.35714286,18.281875,49.9,14,4.1,4.2,4.1,49.9,1.0
garden2,garden_tools,01-03-2018,2,107.8,62.27,53.9,59,341,2,1850,4.3,116,22,9,1,3,2018,8.333333333,32560,53.9,20.35967742,53.9,21.85285714,53.9,19.02423077,51.23333333,15,4.1,4.2,4.1,203.6,4.0
garden2,garden_tools,01-04-2018,2,107.8,33.93,53.9,59,341,2,1850,4.3,111,21,9,1,4,2018,6.593851133,32560,53.9,5.28173913,53.9,19.46846154,53.9,19.07142857,53.9,16,4.1,4.2,4.1,107.8,2.0
computers6,computers_accessories,01-01-2018,22,3307.8,22.54772727,150.3545455,48,894,1,533,4.3,152,23,8,2,1,2018,8.02919708,4840,156.5113514,36.8072093,150.3545455,22.54772727,97.6425,14.84655172,150.3045455,13,4.2,4.3,3.5,3307.8,22.0
computers6,computers_accessories,01-02-2018,69,10343.1,26.55289855,149.9,48,894,1,533,4.3,202,20,8,2,2,2018,25.18248175,4840,149.0,41.16322581,149.9,26.55289855,78.7122807,14.53591549,150.3545455,14,4.2,4.3,3.5,3307.8,22.0
computers6,computers_accessories,01-03-2018,51,7644.9,28.47588235,149.9,48,894,1,533,4.3,127,22,9,1,3,2018,18.61313869,4840,136.1428571,48.0475,149.9,28.47588235,81.02391304,18.22148148,149.9,15,4.2,4.3,3.5,10343.1,69.0
computers6,computers_accessories,01-04-2018,35,5246.5,30.22742857,149.9,48,894,1,533,4.3,107,21,9,1,4,2018,12.77372263,4840,120.9230769,27.25303571,149.9,30.22742857,80.66666667,18.17230769,149.9,16,4.2,4.3,3.5,7644.9,51.0
computers6,computers_accessories,01-05-2018,52,7794.8,18.94307692,149.9,48,894,1,533,4.3,78,23,8,3,5,2018,18.97810219,4840,119.0,39.2172,149.9,18.94307692,79.8,14.41454545,149.9,17,4.2,4.3,3.5,5246.5,35.0
computers6,computers_accessories,01-06-2018,27,4047.3,27.62666667,149.9,48,894,1,533,4.3,66,21,9,0,6,2018,9.854014599,4840,114.4911538,53.62555556,149.9,27.62666667,78.9,17.328,149.9,18,4.2,4.3,3.5,7794.8,52.0
garden5,garden_tools,01-03-2017,6,419.4,32.68,69.9,36,450,1,9000,4.1,21,23,8,1,3,2017,9.107142857,19656,69.9,32.68,69.9,32.68,69.9,32.68,69.85,3,4.1,4.1,4.1,419.4,6.0
garden5,garden_tools,01-04-2017,3,247.9,34.21666667,82.63333333,36,450,1,9000,4.1,17,20,10,2,4,2017,7.678571429,19656,82.63333333,34.21666667,82.63333333,34.21666667,82.63333333,34.21666667,69.9,4,4.1,4.1,4.1,419.4,6.0
garden5,garden_tools,01-05-2017,20,1956.0,39.8975,97.58823529,36,450,1,9000,4.1,34,23,8,1,5,2017,19.04761905,19656,59.9,19.7325,59.9,26.24666667,97.58823529,39.8975,82.63333333,5,4.1,4.1,4.1,247.9,3.0
garden5,garden_tools,01-06-2017,8,712.0,40.80125,89.0,36,450,1,9000,4.1,26,22,8,1,6,2017,7.619047619,19656,59.9,17.67,59.9,16.26,89.0,40.80125,97.58823529,6,4.1,4.2,4.1,1956.0,20.0
garden5,garden_tools,01-07-2017,10,890.0,39.156,89.0,36,450,1,9000,4.1,74,21,10,1,7,2017,9.523809524,19656,59.9,16.62642857,59.9,16.11157895,59.9,15.39230769,89.0,7,4.1,4.2,4.1,712.0,8.0
garden5,garden_tools,01-08-2017,7,683.0,39.5,97.33333333,36,450,1,9000,4.1,113,23,8,1,8,2017,6.666666667,19656,59.9,18.16230769,59.9,17.68111111,59.9,18.05043478,89.0,8,4.1,4.2,4.1,890.0,10.0
garden5,garden_tools,01-09-2017,9,891.0,39.01888889,99.0,36,450,1,9000,4.1,115,21,9,1,9,2017,8.571428571,19656,59.9,17.18702703,59.9,16.81176471,59.9,16.29461538,97.33333333,9,4.1,4.2,4.1,683.0,7.0
garden5,garden_tools,01-10-2017,14,1386.0,45.77642857,99.0,36,450,1,9000,4.1,146,22,9,2,10,2017,13.33333333,19656,59.9,18.06589744,59.9,17.59548387,59.9,16.81416667,99.0,10,4.1,4.2,4.1,891.0,9.0
garden5,garden_tools,01-11-2017,17,1683.0,32.86352941,99.0,36,450,1,9000,4.1,339,22,8,4,11,2017,16.19047619,19656,52.40694444,17.06747253,53.64828125,16.07586207,53.78571429,18.27550725,99.0,11,4.1,4.2,4.1,1386.0,14.0
garden5,garden_tools,01-12-2017,11,1089.0,38.05545455,99.0,36,450,1,9000,4.1,184,21,10,1,12,2017,10.47619048,19656,55.1,15.75960784,55.425,19.184375,55.75,17.26727273,99.0,12,4.1,4.2,4.1,1683.0,17.0
garden5,garden_tools,01-01-2018,4,398.0,41.54,99.5,36,450,1,9000,4.1,137,23,8,2,1,2018,50.0,19656,49.9,19.495,49.9,15.84103448,49.9,16.50512821,99.0,13,4.1,4.2,4.1,1089.0,11.0
consoles2,consoles_games,01-07-2017,1,19.9,11.85,19.9,56,237,3,100,3.9,13,21,10,1,7,2017,1.369863014,2304,19.9,13.47307692,19.9,11.85,19.9,11.85,19.85,7,4.2,3.9,3.9,19.9,1.0
consoles2,consoles_games,01-08-2017,11,218.9,15.83272727,19.9,56,237,3,100,3.9,33,23,8,1,8,2017,15.06849315,2304,19.9,16.16375,19.9,15.83272727,19.9,15.83272727,19.9,8,4.2,3.9,3.9,19.9,1.0
consoles2,consoles_games,01-09-2017,9,179.1,15.41111111,19.9,56,237,3,100,3.9,17,21,9,1,9,2017,12.32876712,2304,19.9,16.13333333,19.9,15.41111111,19.9,15.41111111,19.9,9,4.2,3.9,3.9,218.9,11.0
consoles2,consoles_games,01-10-2017,12,248.0,12.80333333,20.66666667,56,237,3,100,3.9,38,22,9,2,10,2017,16.43835616,2304,21.54285714,13.53428571,20.66666667,12.80333333,20.66666667,12.80333333,19.9,10,4.2,3.9,3.9,179.1,9.0
consoles2,consoles_games,01-11-2017,23,563.5,13.65217391,24.5,56,237,3,100,3.9,49,22,8,4,11,2017,31.50684932,2304,24.5,13.64535714,24.5,13.65217391,24.5,13.65217391,20.66666667,11,4.2,3.9,3.9,248.0,12.0
consoles2,consoles_games,01-12-2017,17,416.5,13.52470588,24.5,56,237,3,100,3.9,30,21,10,1,12,2017,23.28767123,2304,24.5,12.87375,24.5,13.52470588,24.5,13.52470588,24.5,12,4.2,3.9,3.9,563.5,23.0
consoles2,consoles_games,01-01-2018,10,271.2,13.319,27.03333333,56,237,3,100,3.9,9,23,8,2,1,2018,41.66666667,2304,27.03333333,13.319,27.03333333,13.319,27.03333333,13.319,24.5,13,4.2,3.9,3.9,416.5,17.0
consoles2,consoles_games,01-02-2018,1,32.5,11.85,32.5,56,237,3,100,3.9,6,20,8,2,2,2018,4.166666667,2304,32.5,15.256,32.5,11.85,32.5,11.85,27.03333333,14,3.9,3.9,3.9,271.2,10.0
health2,health_beauty,01-08-2017,6,1950.0,21.075,325.0,60,2644,6,400,4.2,82,23,8,1,8,2017,16.9688676,2992,23.39740741,14.27678571,89.99,13.41055556,58.99,16.24090909,324.95,8,4.3,4.1,3.9,1950.0,6.0
health2,health_beauty,01-09-2017,11,3575.0,19.52363636,325.0,60,2644,6,400,4.2,89,21,9,1,9,2017,29.72972973,2992,23.99,16.12,89.99,13.96428571,58.99,15.6392,325.0,9,4.3,4.1,3.9,1950.0,6.0
health2,health_beauty,01-10-2017,2,650.0,19.545,325.0,60,2644,6,400,4.2,81,22,9,2,10,2017,5.405405405,2992,23.99,13.13666667,89.99,16.56291667,58.99,19.06526316,325.0,10,4.3,4.1,3.9,3575.0,11.0
health2,health_beauty,01-11-2017,12,3900.0,16.99416667,325.0,60,2644,6,400,4.2,139,22,8,4,11,2017,32.43243243,2992,23.99,12.37535714,89.99,16.99038462,58.99,15.71166667,325.0,11,4.3,4.1,3.9,650.0,2.0
health2,health_beauty,01-12-2017,6,1950.0,17.58333333,325.0,60,2644,6,400,4.2,112,21,10,1,12,2017,16.21621622,2992,23.99,12.45684211,89.99,15.89473684,58.99,16.33222222,325.0,12,4.3,4.1,3.9,3900.0,12.0
health2,health_beauty,01-01-2018,10,3250.0,19.824,325.0,60,2644,6,400,4.2,98,23,8,2,1,2018,6.329113924,2992,23.99,11.28736842,89.99,14.811,58.99,22.67833333,325.0,13,4.3,4.1,3.9,1950.0,6.0
health2,health_beauty,01-02-2018,23,7475.0,15.63782609,325.0,60,2644,6,400,4.2,126,20,8,2,2,2018,14.55696203,2992,23.99,12.55,89.99,16.30764706,58.99,19.575,325.0,14,4.3,4.1,3.9,3250.0,10.0
health2,health_beauty,01-03-2018,28,9125.0,19.37035714,325.8928571,60,2644,6,400,4.2,169,22,9,1,3,2018,17.72151899,2992,23.99,14.19875,83.74,11.876875,58.99,15.228,325.0,15,4.3,4.1,3.9,7475.0,23.0
health2,health_beauty,01-04-2018,21,6930.0,17.30904762,330.0,60,2644,6,400,4.2,118,21,9,1,4,2018,13.29113924,2992,330.0,17.30904762,79.99,14.485,58.99,16.30272727,325.8928571,16,4.3,4.1,3.9,9125.0,28.0
health2,health_beauty,01-05-2018,19,6270.0,15.74789474,330.0,60,2644,6,400,4.2,159,23,8,3,5,2018,12.02531646,2992,23.99,7.988571429,79.99,21.943125,58.99,9.4225,330.0,17,4.2,4.1,3.9,6930.0,21.0
health6,health_beauty,01-01-2018,3,185.97,24.05,61.99,50,1257,1,350,3.9,98,23,8,2,1,2018,2.0,2964,23.99,11.28736842,89.99,14.811,58.99,22.67833333,61.94,13,4.3,4.1,3.9,185.97,3.0
health6,health_beauty,01-03-2018,13,805.87,28.61461538,61.99,50,1257,1,350,3.9,169,22,9,1,3,2018,8.666666667,2964,23.99,14.19875,83.74,11.876875,58.99,15.228,61.94,15,4.3,4.1,3.9,185.97,3.0
health6,health_beauty,01-04-2018,15,974.85,25.346,64.99,50,1257,1,350,3.9,118,21,9,1,4,2018,10.0,2964,64.99,25.346,79.99,14.485,58.99,16.30272727,61.99,16,4.3,4.1,3.9,805.87,13.0
health6,health_beauty,01-05-2018,38,2469.62,24.77447368,64.99,50,1257,1,350,3.9,159,23,8,3,5,2018,25.33333333,2964,23.99,7.988571429,79.99,21.943125,58.99,9.4225,64.99,17,3.9,4.1,3.9,974.85,15.0
health6,health_beauty,01-06-2018,26,1741.74,30.24153846,66.99,50,1257,1,350,3.9,131,21,9,0,6,2018,17.33333333,2964,23.99,16.27,79.99,13.36230769,58.99,16.43,64.99,18,4.3,4.1,3.9,2469.62,38.0
garden8,garden_tools,01-02-2017,1,179.99,33.54,179.99,33,2188,2,7650,4.2,3,20,8,2,2,2017,8.942307692,8000,179.99,33.54,179.99,33.54,179.99,33.54,179.94,2,4.2,4.2,4.2,179.99,1.0
garden8,garden_tools,01-04-2017,3,539.97,36.64333333,179.99,33,2188,2,7650,4.2,17,20,10,2,4,2017,10.80128205,8000,179.99,36.64333333,179.99,36.64333333,179.99,36.64333333,179.94,4,4.2,4.2,4.2,179.99,1.0
garden8,garden_tools,01-09-2017,2,359.98,26.88,179.99,33,2188,2,7650,4.2,115,21,9,1,9,2017,5.0,8000,59.9,17.18702703,59.9,16.81176471,59.9,16.29461538,179.94,9,4.2,4.2,4.2,539.97,3.0
garden8,garden_tools,01-10-2017,6,1079.94,36.75666667,179.99,33,2188,2,7650,4.2,146,22,9,2,10,2017,15.0,8000,59.9,18.06589744,59.9,17.59548387,59.9,16.81416667,179.99,10,4.1,4.2,4.1,359.98,2.0
garden8,garden_tools,01-11-2017,13,2339.87,43.14153846,179.99,33,2188,2,7650,4.2,339,22,8,4,11,2017,32.5,8000,52.40694444,17.06747253,53.64828125,16.07586207,53.78571429,18.27550725,179.99,11,4.1,4.2,4.1,1079.94,6.0
garden8,garden_tools,01-12-2017,15,2759.85,47.594,183.99,33,2188,2,7650,4.2,184,21,10,1,12,2017,37.5,8000,55.1,15.75960784,55.425,19.184375,55.75,17.26727273,179.99,12,4.1,4.2,4.1,2339.87,13.0
garden8,garden_tools,01-01-2018,14,2629.96,38.53785714,187.8542857,33,2188,2,7650,4.2,137,23,8,2,1,2018,17.94871795,8000,49.9,19.495,49.9,15.84103448,49.9,16.50512821,183.99,13,4.1,4.2,4.1,2759.85,15.0
garden8,garden_tools,01-02-2018,12,2148.0,47.82583333,179.0,33,2188,2,7650,4.2,160,20,8,2,2,2018,8.942307692,8000,50.54516129,16.61153846,50.9,17.51944444,50.35714286,18.281875,187.8542857,14,4.1,4.2,4.1,2629.96,14.0
garden8,garden_tools,01-03-2018,13,2277.0,57.29846154,175.1538462,33,2188,2,7650,4.2,116,22,9,1,3,2018,16.66666667,8000,53.9,20.35967742,53.9,21.85285714,53.9,19.02423077,179.0,15,4.1,4.2,4.1,2148.0,12.0
garden8,garden_tools,01-04-2018,11,1969.0,28.63272727,179.0,33,2188,2,7650,4.2,111,21,9,1,4,2018,10.80128205,8000,53.9,5.28173913,53.9,19.46846154,53.9,19.07142857,175.1538462,16,4.1,4.2,4.1,2277.0,13.0
garden8,garden_tools,01-05-2018,3,537.0,24.37,179.0,33,2188,2,7650,4.2,102,23,8,3,5,2018,3.846153846,8000,53.41515152,10.75303571,53.70952381,13.51034483,53.05789474,12.98,179.0,17,4.1,4.2,4.1,1969.0,11.0
computers3,computers_accessories,01-05-2017,15,2715.7,18.75466667,178.0571429,42,363,1,922,4.2,11,23,8,1,5,2017,15.78947368,7650,178.0571429,18.75466667,178.0571429,18.75466667,178.0571429,18.75466667,178.0071429,5,4.2,4.2,4.2,2715.7,15.0
computers3,computers_accessories,01-06-2017,15,2247.72,21.70066667,149.8525,42,363,1,922,4.2,15,22,8,1,6,2017,15.78947368,7650,159.99,42.03333333,149.8525,21.70066667,149.8525,21.70066667,178.0571429,6,4.2,4.2,4.2,2715.7,15.0
computers3,computers_accessories,01-07-2017,4,584.77,18.27,146.6,42,363,1,922,4.2,17,21,10,1,7,2017,4.210526316,7650,139.99,48.10833333,146.6,18.27,146.6,18.27,149.8525,7,4.2,4.2,4.2,2247.72,15.0
computers3,computers_accessories,01-08-2017,13,1884.45,19.28538462,144.96,42,363,1,922,4.2,15,23,8,1,8,2017,13.68421053,7650,145.7042857,36.46,144.96,19.28538462,144.96,19.28538462,146.6,8,4.2,4.2,4.2,584.77,4.0
computers3,computers_accessories,01-09-2017,12,1656.87,35.9225,138.59,42,363,1,922,4.2,15,21,9,1,9,2017,12.63157895,7650,151.99,43.72272727,138.59,35.9225,138.59,35.9225,144.96,9,4.2,4.2,4.2,1884.45,13.0
computers3,computers_accessories,01-10-2017,16,2206.4,36.021875,137.9,42,363,1,922,4.2,31,22,9,2,10,2017,16.84210526,7650,154.6958824,43.88117647,137.9,36.021875,137.9,36.021875,138.59,10,4.2,4.2,4.2,1656.87,12.0
computers3,computers_accessories,01-11-2017,18,2482.2,39.39888889,137.9,42,363,1,922,4.2,36,22,8,4,11,2017,18.94736842,7650,149.99,42.51722222,137.9,39.39888889,109.9,15.52,137.9,11,4.2,4.2,4.2,2206.4,16.0
computers3,computers_accessories,01-12-2017,2,269.8,38.78,134.9,42,363,1,922,4.2,35,21,10,1,12,2017,2.105263158,7650,149.99,38.57,134.9,38.78,109.9,25.24916667,137.9,12,4.2,4.2,3.5,2482.2,18.0
garden4,garden_tools,01-07-2017,13,778.7,15.39230769,59.9,57,366,2,1650,4.1,74,21,10,1,7,2017,4.072301967,19800,59.9,16.62642857,59.9,16.11157895,59.9,15.39230769,59.85,7,4.1,4.2,4.1,778.7,13.0
garden4,garden_tools,01-08-2017,23,1377.7,18.05043478,59.9,57,366,2,1650,4.1,113,23,8,1,8,2017,7.387028177,19800,59.9,18.16230769,59.9,17.68111111,59.9,18.05043478,59.9,8,4.1,4.2,4.1,778.7,13.0
garden4,garden_tools,01-09-2017,13,778.7,16.29461538,59.9,57,366,2,1650,4.1,115,21,9,1,9,2017,6.565656566,19800,59.9,17.18702703,59.9,16.81176471,59.9,16.29461538,59.9,9,4.1,4.2,4.1,1377.7,23.0
garden4,garden_tools,01-10-2017,36,2156.4,16.81416667,59.9,57,366,2,1650,4.1,146,22,9,2,10,2017,18.18181818,19800,59.9,18.06589744,59.9,17.59548387,59.9,16.81416667,59.9,10,4.1,4.2,4.1,778.7,13.0
garden4,garden_tools,01-11-2017,69,3711.7,18.27550725,53.78571429,57,366,2,1650,4.1,339,22,8,4,11,2017,34.84848485,19800,52.40694444,17.06747253,53.64828125,16.07586207,53.78571429,18.27550725,59.9,11,4.1,4.2,4.1,2156.4,36.0
garden4,garden_tools,01-12-2017,44,2468.6,17.26727273,55.75,57,366,2,1650,4.1,184,21,10,1,12,2017,22.22222222,19800,55.1,15.75960784,55.425,19.184375,55.75,17.26727273,53.78571429,12,4.1,4.2,4.1,3711.7,69.0
garden4,garden_tools,01-01-2018,39,1946.1,16.50512821,49.9,57,366,2,1650,4.1,137,23,8,2,1,2018,20.52631579,19800,49.9,19.495,49.9,15.84103448,49.9,16.50512821,55.75,13,4.1,4.2,4.1,2468.6,44.0
garden4,garden_tools,01-02-2018,48,2411.2,18.281875,50.35714286,57,366,2,1650,4.1,160,20,8,2,2,2018,25.26315789,19800,50.54516129,16.61153846,50.9,17.51944444,50.35714286,18.281875,49.9,14,4.1,4.2,4.1,1946.1,39.0
garden4,garden_tools,01-03-2018,26,1401.4,19.02423077,53.9,57,366,2,1650,4.1,116,22,9,1,3,2018,13.68421053,19800,53.9,20.35967742,53.9,21.85285714,53.9,19.02423077,50.35714286,15,4.1,4.2,4.1,2411.2,48.0
garden4,garden_tools,01-04-2018,28,1509.2,19.07142857,53.9,57,366,2,1650,4.1,111,21,9,1,4,2018,14.73684211,19800,53.9,5.28173913,53.9,19.46846154,53.9,19.07142857,53.9,16,4.1,4.2,4.1,1401.4,26.0
garden4,garden_tools,01-05-2018,25,1319.5,12.98,53.05789474,57,366,2,1650,4.1,102,23,8,3,5,2018,13.15789474,19800,53.41515152,10.75303571,53.70952381,13.51034483,53.05789474,12.98,53.9,17,4.1,4.2,4.1,1509.2,28.0
bed3,bed_bath_table,01-10-2017,8,792.0,16.35375,99.0,55,312,1,1550,3.3,50,22,9,2,10,2017,21.62162162,20944,89.9,21.57214286,99.0,16.35375,45.95,15.1,98.95,10,3.9,3.3,4.0,792.0,8.0
bed3,bed_bath_table,01-11-2017,22,2178.0,18.79636364,99.0,55,312,1,1550,3.3,97,22,8,4,11,2017,59.45945946,20944,89.9,16.294,99.0,18.79636364,40.53181818,15.83272727,99.0,11,3.9,3.3,4.0,792.0,8.0
bed3,bed_bath_table,01-12-2017,7,693.0,18.66285714,99.0,55,312,1,1550,3.3,41,21,10,1,12,2017,18.91891892,20944,88.48823529,18.89833333,99.0,18.66285714,39.99,15.23,99.0,12,3.9,3.3,4.0,2178.0,22.0
bed3,bed_bath_table,01-01-2018,11,1082.0,16.39727273,98.3,55,312,1,1550,3.3,62,23,8,2,1,2018,14.86486486,20944,86.9,19.38352941,98.3,16.39727273,39.99,16.53368421,99.0,13,3.9,3.3,4.0,693.0,7.0
bed3,bed_bath_table,01-02-2018,13,1196.0,16.19461538,92.0,55,312,1,1550,3.3,62,20,8,2,2,2018,17.56756757,20944,86.9,19.20909091,92.0,16.19461538,39.99,13.74944444,98.3,14,3.9,3.3,4.0,1082.0,11.0
bed3,bed_bath_table,01-03-2018,3,276.0,14.04333333,92.0,55,312,1,1550,3.3,43,22,9,1,3,2018,4.054054054,20944,86.9,19.98235294,92.0,14.04333333,39.99,16.46235294,92.0,15,3.9,3.3,4.0,1196.0,13.0
bed3,bed_bath_table,01-04-2018,9,815.0,17.82222222,90.875,55,312,1,1550,3.3,34,21,9,1,4,2018,12.16216216,20944,85.045,12.94,90.875,17.82222222,39.99,14.23615385,92.0,16,3.9,3.3,4.0,276.0,3.0
bed3,bed_bath_table,01-05-2018,14,1235.36,9.212857143,88.24,55,312,1,1550,3.3,57,23,8,3,5,2018,18.91891892,20944,83.64961538,16.78038462,88.24,9.212857143,39.99,10.25631579,90.875,17,3.9,3.3,4.0,815.0,9.0
garden1,garden_tools,01-02-2017,1,99.99,28.89,99.99,58,1893,1,5950,4.3,3,20,8,2,2,2017,7.510204082,8000,99.99,28.89,99.99,28.89,99.99,28.89,99.94,2,4.3,4.3,4.3,99.99,1.0
garden1,garden_tools,01-03-2017,5,499.95,31.946,99.99,58,1893,1,5950,4.3,21,23,8,1,3,2017,8.551020408,8000,99.99,31.946,99.99,31.946,99.99,31.946,99.99,3,4.3,4.3,4.3,99.99,1.0
garden1,garden_tools,01-05-2017,4,439.96,32.0925,109.99,58,1893,1,5950,4.3,34,23,8,1,5,2017,4.040816327,8000,59.9,19.7325,59.9,26.24666667,109.99,32.0925,109.94,5,4.3,4.3,4.3,499.95,5.0
garden1,garden_tools,01-06-2017,6,659.94,38.35166667,109.99,58,1893,1,5950,4.3,26,22,8,1,6,2017,9.06122449,8000,59.9,17.67,59.9,16.26,109.99,38.35166667,109.99,6,4.1,4.2,4.3,439.96,4.0
garden1,garden_tools,01-07-2017,1,120.0,34.2,120.0,58,1893,1,5950,4.3,74,21,10,1,7,2017,7.510204082,8000,59.9,16.62642857,59.9,16.11157895,59.9,15.39230769,109.99,7,4.1,4.2,4.3,659.94,6.0
garden1,garden_tools,01-08-2017,2,240.0,33.83,120.0,58,1893,1,5950,4.3,113,23,8,1,8,2017,7.020408163,8000,59.9,18.16230769,59.9,17.68111111,59.9,18.05043478,120.0,8,4.1,4.2,4.1,120.0,1.0
garden1,garden_tools,01-09-2017,7,735.0,30.04,102.5,58,1893,1,5950,4.3,115,21,9,1,9,2017,7.142857143,8000,59.9,17.18702703,59.9,16.81176471,59.9,16.29461538,120.0,9,4.1,4.2,4.1,240.0,2.0
garden1,garden_tools,01-10-2017,17,1619.93,41.08941176,95.29,58,1893,1,5950,4.3,146,22,9,2,10,2017,17.34693878,8000,59.9,18.06589744,59.9,17.59548387,59.9,16.81416667,102.5,10,4.1,4.2,4.1,735.0,7.0
garden1,garden_tools,01-11-2017,28,2519.72,39.33678571,89.99,58,1893,1,5950,4.3,339,22,8,4,11,2017,28.57142857,8000,52.40694444,17.06747253,53.64828125,16.07586207,53.78571429,18.27550725,95.29,11,4.1,4.2,4.1,1619.93,17.0
garden1,garden_tools,01-12-2017,27,2429.73,38.4162963,89.99,58,1893,1,5950,4.3,184,21,10,1,12,2017,27.55102041,8000,55.1,15.75960784,55.425,19.184375,55.75,17.26727273,89.99,12,4.1,4.2,4.1,2519.72,28.0
garden1,garden_tools,01-01-2018,11,1405.0,45.97,127.7272727,58,1893,1,5950,4.3,137,23,8,2,1,2018,22.0,8000,49.9,19.495,49.9,15.84103448,49.9,16.50512821,89.99,13,4.1,4.2,4.1,2429.73,27.0
garden1,garden_tools,01-02-2018,7,840.0,43.38142857,120.0,58,1893,1,5950,4.3,160,20,8,2,2,2018,7.510204082,8000,50.54516129,16.61153846,50.9,17.51944444,50.35714286,18.281875,127.7272727,14,4.1,4.2,4.1,1405.0,11.0
garden1,garden_tools,01-03-2018,6,660.0,54.53166667,110.0,58,1893,1,5950,4.3,116,22,9,1,3,2018,8.551020408,8000,53.9,20.35967742,53.9,21.85285714,53.9,19.02423077,120.0,15,4.1,4.2,4.1,840.0,7.0
garden1,garden_tools,01-04-2018,5,550.0,42.726,110.0,58,1893,1,5950,4.3,111,21,9,1,4,2018,10.0,8000,53.9,5.28173913,53.9,19.46846154,53.9,19.07142857,110.0,16,4.1,4.2,4.1,660.0,6.0
furniture3,furniture_decor,01-08-2017,1,38.4,11.85,38.4,41,789,1,950,3.8,14,23,8,1,8,2017,2.079759863,14000,75.0,15.37692308,38.4,12.105,38.4,11.85,38.35,8,4.1,3.7,3.8,38.4,1.0
furniture3,furniture_decor,01-09-2017,6,230.4,13.5,38.4,41,789,1,950,3.8,7,21,9,1,9,2017,11.32075472,14000,38.4,13.5,38.4,17.95,38.4,13.5,38.4,9,4.1,3.7,3.8,38.4,1.0
furniture3,furniture_decor,01-10-2017,8,307.2,15.55875,38.4,41,789,1,950,3.8,17,22,9,2,10,2017,15.09433962,14000,75.0,13.64,38.4,13.98,38.4,15.55875,38.4,10,3.8,3.7,3.8,230.4,6.0
furniture3,furniture_decor,01-11-2017,34,1170.35,13.75058824,34.58117647,41,789,1,950,3.8,64,22,8,4,11,2017,64.1509434,14000,75.0,16.13272727,36.85428571,13.65214286,99.9,21.19,38.4,11,4.1,3.7,3.8,307.2,8.0
furniture3,furniture_decor,01-12-2017,4,153.6,11.015,38.4,41,789,1,950,3.8,40,21,10,1,12,2017,7.547169811,14000,75.0,17.44638298,38.4,11.015,99.9,20.64666667,34.58117647,12,4.1,3.7,4.4,1170.35,34.0
furniture3,furniture_decor,01-01-2018,15,576.0,14.27533333,38.4,41,789,1,950,3.8,125,23,8,2,1,2018,34.09090909,14000,69.9953271,17.66311475,38.4,9.34,99.9,22.81923077,38.4,13,4.1,3.8,4.4,153.6,4.0
furniture3,furniture_decor,01-02-2018,4,153.6,15.61,38.4,41,789,1,950,3.8,52,20,8,2,2,2018,9.090909091,14000,69.9,16.11590909,38.4,18.68555556,99.9,28.89076923,38.4,14,4.1,3.7,4.4,576.0,15.0
furniture3,furniture_decor,01-03-2018,14,493.4,15.18928571,35.48571429,41,789,1,950,3.8,83,22,9,1,3,2018,31.81818182,14000,69.9,18.42507692,35.48571429,15.44823529,99.9,22.14583333,38.4,15,4.1,3.7,4.4,153.6,4.0
furniture3,furniture_decor,01-04-2018,4,140.0,15.0,35.0,41,789,1,950,3.8,92,21,9,1,4,2018,9.090909091,14000,69.9,9.071566265,35.0,13.46941176,99.9,23.32769231,35.48571429,16,4.1,3.7,4.4,493.4,14.0
perfumery1,perfumery,01-06-2017,4,227.96,18.4525,56.99,54,1536,2,250,4.3,4,22,8,1,6,2017,4.166666667,3360,56.99,18.4525,56.99,18.4525,56.99,18.4525,56.94,6,4.3,4.3,4.3,227.96,4.0
perfumery1,perfumery,01-07-2017,7,398.93,11.75,56.99,54,1536,2,250,4.3,7,21,10,1,7,2017,13.16964286,3360,56.99,11.75,56.99,11.75,56.99,11.75,56.99,7,4.3,4.3,4.3,227.96,4.0
perfumery1,perfumery,01-08-2017,7,398.93,13.58857143,56.99,54,1536,2,250,4.3,8,23,8,1,8,2017,8.407738095,3360,56.99,13.58857143,142.5,15.75,56.99,13.58857143,56.99,8,4.3,4.3,4.3,398.93,7.0
perfumery1,perfumery,01-09-2017,17,968.83,13.74117647,56.99,54,1536,2,250,4.3,18,21,9,1,9,2017,17.70833333,3360,56.99,13.74117647,142.5,9.19,56.99,13.74117647,56.99,9,4.3,4.4,4.3,398.93,7.0
perfumery1,perfumery,01-10-2017,17,968.83,12.29294118,56.99,54,1536,2,250,4.3,19,22,9,2,10,2017,17.70833333,3360,56.99,12.29294118,142.5,17.15,56.99,12.29294118,56.99,10,4.3,4.4,4.3,968.83,17.0
